"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
344,641531,"Dozier, Hunter",344,100,0.183,0.122,0.25,0.305,0.247,0.241,0.183,15,82,84.4,12.3,2255,87.9,88.22,54,163,181,0.29999999999999716,6.46,109,151,121,146,304,328,298,"4.948","-4.948",,,91,54,10,2,1,2,29,31.9,8,8.8,2.52125,0.46875,0.17574,-0.07545,"91.6",144,38.88888888888889,3.7037037037037033,2.197802197802198,5.77,-0.65,0.28,2.19,0.253,2,"-1.438372093",0.253,0.283,"1.438372093",0,0,0.022,0.006,33.1,"42.0",,,,,,
343,805249,"Kemp, Otto",343,100,0.259,0.094,0.356,0.353,0.307,0.349,0.283,22,85,90.9,10.5,2289,89.3,89.29,62,191,152,0,6.38,108,150,121,147,300,322,290,"1.668","-1.668","70.2","7.5",94,60,16,5,0,1,25,26.6,5,5.3,2.39519,0.51431,0.31566,0.03654,"92.2",153,48.333333333333336,10,6.382978723404255,5.93,-0.38,0.1,2.18,0.33,6,"-0.486297376",0.352,0.445,"0.486297376",-0.024,-0.021999999999999964,-0.092,-0.042,32.5,"38.6",10.610595901482013,-7.32557351787685,35.14552813465269,0.430939226519337,32.05928673696206,32.48530141798227
343,674441,"Hurtubise, Jacob",343,100,0.167,0.045,0.256,0.212,0.243,0.264,0.185,11,66,77.6,14.6,2287,88.9,89.14,32,150,193,0.19999999999998863,6.42,113,146,105,150,280,313,295,"4.932","-4.932","61.2","6.6",83,47,9,1,1,0,24,28.9,7,8.4,2.37636,0.54758,0.27912,-0.21942,"89.3",141,14.893617021276595,0,0,5.67,-1.7,-0.15,2.39,0.291,0,"-1.437900875",0.31,0.237,"1.437900875",-0.018,-0.019000000000000017,-0.025,-0.021,21.3,"35.7",3.9593127204203507,-4.592428396809332,34.9347185142061,0.40816326530612246,33.589067931316755,25.590672949833177
341,680577,"Keirsey Jr., DaShawn",341,100,0.11,0.073,0.127,0.183,0.153,0.208,0.174,9,82,85.8,10.3,2245,89.3,89.4,40,173,168,0.10000000000000853,6.37,112,146,111,151,291,322,301,"10.772","-10.772","65.8","6.5",86,57,7,0,0,2,25,29.1,2,2.3,2.28507,0.6768,0.45977,-0.25801,"90.6",147,33.33333333333333,5.263157894736842,3.488372093023256,5.77,-0.93,-0.18,2.49,0.151,3,"-3.158944282",0.212,0.252,"3.158944282",-0.064,-0.061,-0.069,-0.055,23.1,"36.4",1.9168312586112732,6.9373610665027305,31.351961938615986,0.313953488372093,35.7513325642456,19.298930351657066
336,680728,"Del Castillo, Adrian",336,100,0.313,0.212,0.438,0.525,0.384,0.293,0.215,25,80,86.4,18.8,2206,89.2,89.45,52,167,169,0.29999999999999716,6.44,113,145,119,150,290,324,303,"-3.255","3.255","70.0","7.0",87,52,16,5,0,4,28,32.2,7,8,2.3519,0.55105,0.40193,-0.25711,"91.0",180,34.61538461538461,11.538461538461538,6.896551724137931,5.71,-1.24,-0.21,2.33,0.368,6,"0.96875",0.279,0.389,"-0.96875",0.098,0.08899999999999997,0.136,0.091,31.1,"36.4",12.096722242687274,2.475070270660446,35.2696229350892,0.4457831325301205,38.0272627677932,32.854763151345935
335,661531,"Serven, Brian",335,100,0.151,0.058,0.241,0.209,0.196,0.212,0.16,13,86,83.3,18.4,2254,89.2,89.48,47,164,171,0.29999999999999716,6.47,108,151,121,147,300,323,289,"8.97","-8.97","68.3","7.3",94,55,8,5,0,0,32,34,5,5.3,2.2583,0.64773,0.38552,0.00648,"90.3",152,20,1.8181818181818181,1.0638297872340425,5.72,-0.66,0.28,2.43,0.215,1,"-2.67761194",0.223,0.24,"2.67761194",-0.009,-0.008000000000000007,-0.031,-0.016,28.7,"36.3",15.53709073881804,1.5758407793946025,34.28045459105864,0.5350877192982456,35.48842682443255,30.72779932449651
335,650968,"Pozo, Yohel",335,100,0.312,0.194,0.309,0.505,0.358,0.318,0.29,29,93,87.7,17.8,2280,89.2,89.45,34,201,134,0.29999999999999716,6.49,105,152,123,148,304,320,290,"-5.128","5.128","68.3","7.7",97,85,19,6,0,4,9,9.3,3,3.1,2.29012,0.64551,0.36745,0.00973,"90.9",161,35.294117647058826,2.3529411764705883,2.0618556701030926,5.74,-0.51,0.21,2.33,0.33,2,"1.530746269",0.309,0.428,"-1.530746269",0.022,0.02100000000000002,0.077,0.04,16.9,"37.0",6.677145113186988,-0.7023781243978369,25.341296784640246,0.49246231155778897,39.3373615074275,28.80667636568738
333,672569,"Campero, Gustavo",333,100,0.192,0.103,0.213,0.295,0.25,0.279,0.233,15,78,82.9,11.7,2173,89.2,89.27,45,182,151,0.09999999999999432,6.42,110,146,105,149,289,320,298,"4.9","-4.9","64.1","6.4",85,63,12,0,1,2,15,17.6,4,4.7,2.2912,0.66418,0.49783,-0.49783,"90.5",125,17.46031746031746,3.1746031746031744,2.3529411764705883,5.77,-0.92,-0.18,2.33,0.259,2,"-1.471471471",0.296,0.322,"1.471471471",-0.041,-0.03699999999999998,-0.027,-0.029,24.7,"37.1",9.163852581748294,-1.2776507080957433,31.111218026822826,0.4342857142857143,32.250741868743,28.29023820739399
324,600301,"Motter, Taylor",324,100,0.171,0.039,0.289,0.211,0.204,0.232,0.186,13,76,87,19.3,2247,88.6,89,47,162,162,0.4000000000000057,6.48,108,152,120,147,304,327,295,"7.962","-7.962","70.3","7.4",82,45,10,3,0,0,31,37.8,5,6.1,2.3242,0.62238,0.2695,-0.04377,"92.0",153,46.666666666666664,8.88888888888889,4.878048780487805,5.75,-0.31,0.06,2.27,0.232,4,"-2.457407407",0.246,0.269,"2.457407407",-0.015,-0.013999999999999985,-0.058,-0.028,29,"38.4",6.636114437985278,-0.48749066496631943,28.17643868222673,0.4732142857142857,39.88159967860719,29.95174266434712
324,696030,"Osuna, Alejandro",324,100,0.169,0.062,0.204,0.231,0.24,0.369,0.284,11,65,89.5,10.5,2246,90.1,90.05,24,138,186,0,6.41,116,146,109,150,291,323,302,"4.54","-4.54","70.1","7.1",76,50,9,1,0,1,16,21.1,9,11.8,2.21519,0.68111,0.53463,-0.51883,"91.3",155,46.93877551020408,8.16326530612245,5.263157894736842,5.73,-1.75,-0.22,2.38,0.276,4,"-1.401234568",0.383,0.449,"1.401234568",-0.115,-0.10699999999999998,-0.218,-0.129,17.4,"36.3",3.87335971705813,3.9237175333668914,29.69338407526736,0.42748091603053434,34.59377113836768,27.650039109314466
321,545350,"Marisnick, Jake",321,100,0.237,0.171,0.296,0.408,0.294,0.277,0.226,18,76,87.5,20.4,2262,89,89.6,50,180,141,0.5999999999999943,6.62,111,152,113,146,299,324,290,"3.024","-3.024","68.9","7.5",83,57,11,3,2,2,21,25.3,3,3.6,2.23536,0.6728,0.2862,0.08358,"90.8",150,36.84210526315789,5.263157894736842,3.614457831325301,5.69,-0.86,0.19,2.3,0.28,3,"-0.942056075",0.271,0.368,"0.942056075",0.011,0.009000000000000008,0.04,0.017,27.8,"40.0",9.254491225664736,-4.019572931515138,36.60526645852922,0.45454545454545453,38.50238628487102,29.526784325087323
320,640449,"Frazier, Clint",320,100,0.197,0.045,0.302,0.242,0.256,0.255,0.19,13,66,82.5,11.5,2251,88.8,88.96,40,142,178,0.20000000000000284,6.4,110,153,120,147,300,323,290,"3.996","-3.996",,,76,43,11,1,1,0,23,30.3,10,13.2,2.32603,0.65721,0.34047,0.0553,"90.1",141,25.581395348837212,0,0,5.82,0.34,0.01,2.28,0.303,0,"-1.24875",0.297,0.246,"1.24875",0.007,0.006000000000000005,-0.004,0.001,28.2,"42.2",,,,,,
317,681987,"Eaton, Nate",317,100,0.13,0.026,0.213,0.156,0.158,0.208,0.185,10,77,85.3,12.3,2274,88.2,88.52,48,149,168,0.29999999999999716,6.53,110,150,115,145,301,321,293,"10.893","-10.893","72.3","7.1",83,47,8,2,0,0,31,37.3,3,3.6,2.3947,0.58625,0.27218,-0.08288,"90.7",146,32.608695652173914,0,0,5.7,-0.08,0.15,2.36,0.181,0,"-3.436277603",0.233,0.221,"3.436277603",-0.055,-0.05200000000000002,-0.065,-0.05,32.2,"39.2",4.085758595888852,-1.3904496213432869,31.12577560958937,0.391304347826087,36.60368186484703,33.078541695805775
313,641525,"Dixon, Brandon",313,100,0.203,0.127,0.292,0.329,0.249,0.238,0.185,16,79,87,16.5,2185,88.4,88.76,53,152,161,0.3999999999999915,6.51,111,151,122,147,303,327,294,"5.415","-5.415","75.6","7.5",86,50,10,4,0,2,31,36,1,1.2,2.37764,0.60312,0.35628,0.03737,"92.0",154,32,8,4.651162790697675,5.84,-0.22,0.11,2.34,0.244,4,"-1.730031949",0.234,0.302,"1.730031949",0.018,0.009999999999999981,0.027,0.011,34.9,"40.1",5.60017307040455,-2.5066376801674797,30.986502797626017,0.42857142857142855,31.188022610089668,30.79233770527125
313,644433,"Tromp, Chadwick",313,100,0.202,0.124,0.288,0.326,0.233,0.228,0.213,18,89,88.9,10.2,2296,87.8,88.17,54,164,149,0.4000000000000057,6.49,110,150,120,146,302,320,288,"4.678","-4.678","70.7","7.9",92,60,9,8,0,1,30,32.6,2,2.2,2.40367,0.60272,0.06808,-0.10788,"91.1",152,35,3.3333333333333335,2.1739130434782608,5.95,-0.7,0.25,2.32,0.217,2,"-1.49456869",0.228,0.297,"1.49456869",-0.011,-0.01100000000000001,0.029,0.005,32.9,"41.3",11.697576833330746,-9.8504193763349,29.64853092326385,0.5811965811965812,37.7842983648,35.54933374124643
311,592656,"Ramos, Henry",311,100,0.243,0.068,0.34,0.311,0.303,0.297,0.228,18,74,81.8,12.2,2134,88.8,89.04,44,148,163,0.20000000000000284,6.44,116,148,111,150,291,317,293,"2.323","-2.323","68.5","7.0",86,53,14,3,1,0,21,24.4,11,12.8,2.26508,0.66948,0.40961,-0.40961,"90.0",138,20.754716981132077,3.7735849056603774,2.3255813953488373,5.93,-0.57,0.05,2.28,0.349,2,"-0.746945338",0.336,0.308,"0.746945338",0.015,0.012999999999999956,0.003,0.006,29.7,"41.5",11.983740387564076,0.542067599414553,36.693590683246406,0.48148148148148145,36.88337876582796,33.32092432202178
311,691781,"House, Brady",311,100,0.27,0.124,0.328,0.393,0.3,0.328,0.303,24,89,89.7,10.1,2270,90.1,90.28,58,186,125,0.20000000000000284,6.42,108,151,123,147,308,322,294,"-0.186","0.186","71.1","7.5",94,69,17,5,0,2,21,22.3,4,4.3,2.23859,0.61061,0.3308,0.01286,"92.3",157,44.11764705882353,4.411764705882353,3.1914893617021276,5.9,-0.87,0.23,2.32,0.298,3,"0.059807074",0.33,0.432,"-0.059807074",-0.033,-0.03200000000000003,-0.039,-0.028,31.2,"40.3",7.505956919359816,4.934496685263792,35.43786477227569,0.4644808743169399,36.37123058343257,25.42372470276763
307,669717,"Wilson, Will",307,100,0.159,0.048,0.294,0.206,0.212,0.198,0.129,10,63,80.7,18.1,2318,88.6,88.75,69,170,137,0.20000000000000284,6.49,107,150,114,146,298,317,287,"7.072","-7.072","70.1","7.2",74,38,7,3,0,0,29,39.2,6,8.1,2.43866,0.53118,0.15536,0.00033,"90.5",147,36.84210526315789,2.631578947368421,1.3513513513513513,5.79,0.48,0.22,2.22,0.243,1,"-2.303583062",0.216,0.206,"2.303583062",0.03,0.026999999999999996,0,0.014,40.6,"38.8",13.94311644093144,-5.705122135921084,31.996418991453833,0.5421686746987951,37.29485756930364,32.46399793802258
305,681715,"Hernandez, Heriberto",305,100,0.325,0.182,0.431,0.506,0.381,0.374,0.3,25,77,91.9,16.2,2195,89,89,59,150,155,0,6.38,106,151,122,147,302,319,292,"-6.613","6.613","71.9","7.7",85,54,17,5,0,3,24,28.2,7,8.2,2.3751,0.61092,0.52584,-0.01977,"93.3",152,50.943396226415096,13.20754716981132,8.235294117647058,5.59,0.36,0.12,2.28,0.376,7,"2.168196721",0.355,0.524,"-2.168196721",0.025,0.02100000000000002,-0.018,0.007,39.3,"35.1",15.530835387749505,-0.5573318598576025,30.447219463200486,0.5,37.44084463101664,33.501653083169096
303,663897,"Williams, Luke",303,100,0.145,0.048,0.211,0.193,0.183,0.177,0.13,12,83,85.5,14.6,2281,90,90.45,46,159,144,0.5,6.5,110,151,112,147,304,321,287,"9.796","-9.796","67.7","7.6",90,58,8,4,0,0,26,28.9,4,4.4,2.23406,0.62826,0.42099,0.11099,"90.2",143,22.413793103448278,1.7241379310344827,1.1111111111111112,5.91,-0.95,0.26,2.28,0.202,1,"-3.2330033",0.188,0.197,"3.2330033",0.015,0.014000000000000012,-0.004,0.006,28.9,"39.9",10.664681222979736,-8.454260033185335,31.91902229519376,0.5303030303030303,36.51948818547286,33.957555880366684
299,670712,"Brosseau, Mike",299,100,0.205,0.192,0.224,0.397,0.281,0.262,0.197,15,73,81.3,13.5,2234,87.5,87.76,45,144,155,0.29999999999999716,6.5,107,152,120,146,299,319,287,"0.598","-0.598",,,78,53,9,2,0,4,20,25.6,4,5.1,2.47508,0.59933,0.33044,-0.16279,"90.3",164,20.754716981132077,7.547169811320755,5.128205128205128,5.81,0.27,0.14,2.21,0.256,4,"-0.2",0.249,0.352,"0.2",0.008,0.007000000000000006,0.045,0.019,31.3,"39.9",,,,,,
299,664029,"Mathias, Mark",299,100,0.226,0.032,0.298,0.258,0.278,0.287,0.229,14,62,83.6,1.3,2202,88.3,88.54,36,121,178,0.20000000000000284,6.37,110,150,119,145,306,320,290,"2.276","-2.276","66.3","7.2",72,47,12,2,0,0,15,20.8,10,13.9,2.36722,0.59688,0.5349,-0.52617,"90.5",133,29.78723404255319,0,0,5.8,0.87,0.01,2.26,0.333,0,"-0.761204013",0.336,0.278,"0.761204013",-0.003,-0.0030000000000000027,-0.02,-0.009,29.8,"37.9",7.989851084808575,5.801335970570013,35.46014132570064,0.42105263157894735,35.82891196012879,30.015910870031007
298,676113,"DeLoach, Zach",298,100,0.209,0.119,0.289,0.328,0.279,0.263,0.213,14,67,85.8,3.4,2175,90,90.15,41,148,150,0.09999999999999432,6.37,115,146,120,151,288,322,303,"1.02","-1.02","67.6","6.7",75,46,8,5,0,1,21,28,8,10.7,2.19356,0.65875,0.41577,-0.19154,"90.3",159,33.33333333333333,0,0,5.74,-0.73,-0.14,2.4,0.293,0,"-0.342281879",0.298,0.27,"0.342281879",-0.004,-0.0050000000000000044,0.058,0.016,27.7,"38.8",3.8034926641019147,3.1781696685498817,40.86996231286736,0.32413793103448274,37.26078705809923,29.454611724127485
298,642020,"Robinson, Chuckie",298,100,0.129,0,0.18,0.129,0.159,0.21,0.172,9,70,81.4,1.1,2263,89.1,89.27,49,164,134,0.20000000000000284,6.46,112,152,122,149,301,322,291,"10.01","-10.01","69.7","6.8",76,50,9,0,0,0,20,26.3,5,6.6,2.29232,0.63416,0.37154,0.03523,"90.0",146,22,2,1.3157894736842104,5.67,-0.91,0.21,2.38,0.197,1,"-3.359060403",0.237,0.213,"3.359060403",-0.043,-0.03999999999999998,-0.084,-0.051,29.9,"35.5",5.460267363630107,14.223779480418797,27.888682715755692,0.5030674846625767,38.5372095961419,20.614949665123376
298,687221,"Rushing, Dalton",298,100,0.221,0.088,0.412,0.309,0.272,0.275,0.199,15,68,91.9,23.4,2353,87.8,87.81,51,125,173,0,6.24,118,146,121,151,296,323,301,"3.514","-3.514","70.8","7.5",75,35,11,3,0,1,33,44,7,9.3,2.66664,0.35787,0.16764,-0.0002,"92.4",149,48.57142857142857,11.428571428571429,5.333333333333334,5.74,-0.96,-0.11,2.28,0.293,4,"-1.179194631",0.274,0.345,"1.179194631",0.022,0.01899999999999996,-0.036,-0.003,40.8,"37.3",13.122005146526565,-4.443322066998743,34.69011767509694,0.5619834710743802,35.20914844165988,32.06934121533917
298,621433,"Phillips, Brett",298,100,0.175,0.159,0.333,0.333,0.268,0.236,0.149,11,63,84.9,14.6,2247,90.9,91.14,66,140,158,0.19999999999998863,6.52,114,144,107,150,292,322,302,"1.712","-1.712","65.8","6.6",71,27,7,1,0,3,36,50.7,8,11.3,2.02856,0.78508,0.38842,-0.30714,"90.0",148,29.629629629629626,7.4074074074074066,2.8169014084507045,5.69,-0.96,-0.2,2.49,0.268,2,"-0.574496644",0.245,0.271,"0.574496644",0.026,0.02300000000000002,0.062,0.032,47.1,"39.7",13.355759332594406,5.88791037325235,35.2837456697149,0.5229357798165137,35.03294596357381,24.356513805268932
297,621311,"Dahl, David",297,100,0.194,0.209,0.22,0.403,0.266,0.277,0.206,13,67,88.2,12.8,2237,88.2,88.27,52,160,137,0.09999999999999432,6.33,113,147,117,151,288,320,300,"2.604","-2.604","66.8","7.0",71,45,7,2,0,4,23,32.4,3,4.2,2.52953,0.47346,0.18953,-0.18448,"90.4",165,28.888888888888886,8.88888888888889,5.633802816901409,5.9,-1.26,-0.24,2.32,0.225,4,"-0.876767677",0.237,0.413,"0.876767677",-0.012,-0.011999999999999983,-0.01,-0.011,32.5,"39.2",16.007919890997517,2.4324299522106485,36.457111975960686,0.5144927536231884,35.88020860797245,25.394384143651692
297,677941,"Adams, Jordyn",297,100,0.176,0.041,0.255,0.216,0.188,0.241,0.216,13,74,88.5,8,2218,89.6,89.81,56,168,129,0.20000000000000284,6.46,105,151,109,146,306,321,290,"6.032","-6.032","66.6","7.6",78,48,12,0,0,1,27,34.6,3,3.8,2.22916,0.65586,0.30111,-0.0102,"90.6",163,31.25,2.083333333333333,1.282051282051282,5.7,-0.48,0.31,2.32,0.205,1,"-2.030976431",0.244,0.304,"2.030976431",-0.04,-0.03900000000000001,-0.088,-0.053,33.3,"37.2",9.180508574543147,5.344605134466763,32.316129905065765,0.5792682926829268,38.98442401860727,26.348006084301407
297,669352,"Thompson, Bubba",297,100,0.155,0.099,0.244,0.254,0.204,0.217,0.173,11,71,76.7,-0.2,2269,86.8,86.77,68,159,138,0,6.31,101,147,102,145,303,324,288,"7.459","-7.459","63.2","6.9",78,46,5,5,1,0,27,34.6,4,5.1,2.58401,0.54715,0.21774,-0.32468,"90.0",110,24.444444444444443,4.444444444444445,2.564102564102564,5.77,0.39,0.13,2.24,0.208,2,"-2.511447811",0.225,0.257,"2.511447811",-0.018,-0.017000000000000015,-0.003,-0.013,42.8,"38.2",9.231515343679934,-16.52410326897435,32.88978681291525,0.5,39.007930435947216,37.375400126525825
293,614177,"Reyes, Franmil",293,100,0.186,0.102,0.257,0.288,0.227,0.263,0.176,11,59,93,-2,2335,89,89.36,50,142,151,0.4000000000000057,6.47,111,150,124,146,313,331,301,"5.903","-5.903",,,65,37,9,0,0,2,24,36.9,4,6.2,2.4172,0.50436,0.18976,-0.0833,"92.2",135,43.24324324324324,16.216216216216218,9.230769230769232,5.69,-0.85,0.25,2.22,0.231,6,"-2.014675768",0.233,0.34,"2.014675768",0.01,-0.0020000000000000018,-0.052,-0.036,35.2,"39.5",,,,,,
291,543543,"Miller, Brad",291,100,0.214,0.125,0.244,0.339,0.3,0.316,0.227,12,56,87.5,7.8,2262,87.2,87.17,26,116,175,0,6.3,114,147,120,151,301,330,295,"-0.258","0.258","68.7","7.3",67,46,7,4,0,1,11,16.4,10,14.9,2.7489,0.51361,0.23845,-0.24918,"90.6",143,28.26086956521739,6.521739130434782,4.477611940298507,5.87,-1.37,0.03,2.31,0.328,3,"0.088659794",0.34,0.363,"-0.088659794",-0.013,-0.01200000000000001,-0.024,-0.016,22.4,"40.7",8.918660052484375,4.482843316672127,27.309561938291118,0.6111111111111112,34.857076922027744,24.01018600343888
284,572228,"Voit, Luke",284,100,0.221,0.044,0.366,0.265,0.251,0.286,0.229,15,68,86.7,12.4,2242,87.7,87.79,57,140,144,0.09999999999999432,6.37,109,151,121,145,302,324,292,"4.699","-4.699",,,74,41,12,3,0,0,27,36.5,4,5.4,2.45715,0.54919,0.32138,-0.07141,"92.0",145,36.58536585365854,7.317073170731707,4.054054054054054,5.78,-0.12,0.08,2.36,0.284,3,"-1.654577465",0.292,0.355,"1.654577465",-0.008,-0.008000000000000007,-0.09,-0.035,40.7,"38.6",,,,,,
280,690987,"Hassell III, Robert",280,100,0.218,0.051,0.286,0.269,0.219,0.292,0.269,17,78,87.2,3.9,2322,88.9,88.92,43,156,124,0,6.33,116,146,106,149,285,320,305,"5.946","-5.946","64.9","6.5",79,57,15,1,0,1,21,26.6,1,1.3,2.51136,0.41272,0.23939,-0.17589,"91.4",128,42.857142857142854,7.142857142857142,5.063291139240507,5.64,-1.23,-0.25,2.14,0.228,4,"-2.123571429",0.278,0.398,"2.123571429",-0.051,-0.05000000000000002,-0.129,-0.073,27.6,"34.7",6.773440261523638,4.222668076551065,36.59753531506709,0.4966442953020134,34.11735899711686,33.69370282612316
280,666197,"Kessinger, Grae",280,100,0.131,0.082,0.171,0.213,0.217,0.273,0.167,8,61,85.9,12.9,2230,88.2,88.23,42,126,154,0,6.41,112,152,119,147,292,321,293,"5.785","-5.785","68.3","7.1",70,42,5,2,0,1,19,27.1,8,11.4,2.31996,0.72454,0.30391,0.04713,"90.5",148,28.57142857142857,7.142857142857142,4.285714285714286,5.86,-1.07,0.27,2.26,0.243,3,"-2.066071429",0.274,0.336,"2.066071429",-0.036,-0.031000000000000028,-0.123,-0.056,33.3,"40.3",10.505246404427753,0.2919364277183355,29.18760990523614,0.5979381443298969,38.60714165824519,25.498103434820262
279,671083,"Kennedy, Buddy",279,100,0.154,0.096,0.189,0.25,0.253,0.326,0.24,8,52,85,14.5,2234,87.8,88.06,27,108,171,0.29999999999999716,6.41,107,151,122,146,299,322,289,"2.424","-2.424","68.6","7.1",63,38,5,2,0,1,15,23.8,9,14.3,2.38097,0.61889,0.27165,-0.15502,"91.1",148,31.57894736842105,5.263157894736842,3.1746031746031744,5.97,0.8,0.09,2.25,0.286,2,"-0.868817204",0.363,0.331,"0.868817204",-0.086,-0.07700000000000001,-0.081,-0.073,25,"40.8",6.524839493047224,-9.156666036720482,35.121755836379144,0.46153846153846156,34.54820906591145,30.657016996164206
279,657061,"Tucker, Cole",279,100,0.224,0.103,0.325,0.328,0.287,0.283,0.221,13,58,89.7,6,2240,89.3,89.34,31,117,162,0,6.37,113,149,112,150,299,317,290,"1.453","-1.453","63.9","6.7",67,40,8,4,1,0,19,28.4,7,10.4,2.28452,0.62318,0.42083,-0.42083,"90.9",163,40,0,0,5.82,-0.25,0.02,2.22,0.313,0,"-0.52078853",0.315,0.3,"0.52078853",0.003,-0.0020000000000000018,0.028,0.004,26.5,"39.5",8.447745820792349,9.726612127279095,34.304910603749484,0.509090909090909,40.81844847729805,26.948055098352388
275,602074,"Daza, Yonathan",275,100,0.27,0.081,0.323,0.351,0.286,0.253,0.23,20,74,83.1,13.9,2282,88.3,88.68,31,157,118,0.4000000000000057,6.42,108,150,113,146,309,327,291,"4.114","-4.114",,,80,63,14,6,0,0,13,16.3,3,3.8,2.37651,0.58609,0.28418,0.10905,"90.0",155,19.35483870967742,1.6129032258064515,1.25,5.8,-0.98,0.12,2.3,0.304,1,"-1.496",0.267,0.311,"1.496",0.04,0.03699999999999998,0.04,0.033,19.7,"40.7",,,,,,
274,605346,"López, Jack",274,100,0.254,0.09,0.39,0.343,0.277,0.201,0.178,17,67,85.9,9,2315,89.5,89.58,53,157,117,0.09999999999999432,6.41,107,149,108,145,299,320,286,"1.027","-1.027","67.6","7.3",71,43,13,3,0,1,25,35.2,2,2.8,2.15,0.74842,0.31652,-0.05256,"90.3",132,33.33333333333333,2.380952380952381,1.4084507042253522,5.78,-0.51,0.16,2.32,0.286,1,"-0.374817518",0.214,0.236,"0.374817518",0.076,0.07199999999999998,0.107,0.076,33.8,"38.3",7.483919212963941,-5.565474525074263,33.51378565406992,0.41025641025641024,40.168185152148475,29.988238616327898
273,593643,"Alberto, Hanser",273,100,0.22,0.171,0.224,0.39,0.279,0.274,0.241,18,82,80.6,12.7,2323,86.7,86.97,36,182,91,0.29999999999999716,6.39,105,150,111,144,296,321,289,"3.308","-3.308",,,90,72,10,5,0,3,13,14.4,4,4.4,2.75601,0.37022,0.03623,-0.07769,"90.1",130,22.22222222222222,4.166666666666666,3.3333333333333335,5.66,-1.07,0.25,2.15,0.261,3,"-1.211721612",0.282,0.345,"1.211721612",-0.021,-0.020999999999999963,0.045,0.005,19.8,"36.5",,,,,,
273,660620,"Araúz, Jonathan",273,100,0.136,0.153,0.132,0.288,0.217,0.241,0.185,8,59,84.2,13.2,2216,87.5,87.66,36,121,152,0.20000000000000284,6.38,112,148,112,149,294,321,298,"5.772","-5.772","69.4","7.5",66,43,5,0,0,3,18,27.3,5,7.6,2.52403,0.58733,0.45598,-0.45598,"91.2",155,27.906976744186046,6.976744186046512,4.545454545454546,5.79,-0.59,-0.15,2.35,0.203,3,"-2.114285714",0.249,0.288,"2.114285714",-0.049,-0.045999999999999985,0,-0.024,29.8,"38.5",5.051843521071737,-12.057689672890433,27.590219056624537,0.3865546218487395,35.95169655477496,32.86014927335622
271,607461,"Beaty, Matt",271,100,0.23,0.066,0.298,0.295,0.295,0.267,0.198,14,61,82.3,7.5,2197,88.5,88.6,28,132,139,0.09999999999999432,6.33,116,146,120,151,290,323,303,"0.798","-0.798","66.3","7.1",71,47,10,4,0,0,14,19.7,5,7,2.47173,0.50041,0.39723,-0.39731,"90.0",131,14.893617021276595,0,0,5.75,-1.71,-0.2,2.21,0.338,0,"-0.294464945",0.311,0.249,"0.294464945",0.032,0.027000000000000024,0.046,0.028,21.2,"38.8",9.795182581698821,-9.323635988258,29.18582374507087,0.4594594594594595,37.76616989937454,32.70677622222545
271,685133,"Meckler, Wade",271,100,0.232,0.018,0.419,0.25,0.273,0.265,0.21,13,56,80,6.1,2220,88.4,88.63,37,97,174,0.19999999999998863,6.44,116,146,107,152,282,317,300,"1.845","-1.845","63.4","6.9",64,31,12,1,0,0,25,39.1,6,9.4,2.40738,0.56362,0.32893,-0.24078,"89.8",120,22.58064516129032,0,0,5.81,-1.22,-0.15,2.11,0.328,0,"-0.680811808",0.309,0.255,"0.680811808",0.022,0.019000000000000017,-0.005,0.008,38.1,"36.7",18.528938781291764,-1.6555276448037426,44.844267998665536,0.3516483516483517,36.95425970017369,30.6994592842849
268,695681,"Moore, Christian",268,100,0.189,0.208,0.226,0.396,0.307,0.32,0.213,10,53,84.7,11.1,2350,90.7,90.76,46,127,141,0.09999999999999432,6.39,106,150,120,146,310,325,294,"0.77","-0.77","70.6","6.8",64,35,6,0,1,3,20,31.3,8,12.5,2.1631,0.65356,0.3582,0.15948,"91.0",175,31.428571428571427,8.571428571428571,4.6875,5.71,-1.16,0.32,2.41,0.302,3,"-0.287313433",0.322,0.408,"0.287313433",-0.024,-0.020000000000000018,-0.012,-0.013,36.2,"36.9",5.581905127732515,4.655364687693752,33.75194882013891,0.5079365079365079,33.97342593704105,29.535791439971852
