"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
7857,621566,"Olson, Matt",7857,100,0.264,0.253,0.3,0.517,0.373,0.371,0.259,412,1561,92.9,15.7,2251,89.7,90.02,996,3723,4133,0.29999999999999716,6.47,116,146,129,152,303,329,304,"-93.97","93.97","72.5","7.3",1803,1140,221,87,4,100,433,24,215,11.9,2.26811,0.61064,0.34928,-0.15971,"92.9",178,52.3306948109059,14.951627088830255,9.428729894620078,5.82,-0.89,-0.13,2.44,0.356,170,"1.196003564",0.353,0.51,"-1.196003564",0.005,0.0030000000000000027,0.007,0.002,26.8,"37.8",7.648100429639516,0.5651760719641117,34.260728345458254,0.44280985656491356,37.36533713588277,32.64228890573975
7680,656941,"Schwarber, Kyle",7680,100,0.229,0.268,0.26,0.497,0.367,0.384,0.247,344,1504,93.2,17.3,2241,88.9,89.03,949,2995,4684,0.09999999999999432,6.41,118,146,125,151,297,327,298,"-82.596","82.596","74.5","7.6",1818,995,173,54,2,115,520,28.6,284,15.6,2.36768,0.56977,0.3322,-0.12969,"94.1",165,53.66834170854271,16.482412060301506,9.02090209020902,5.84,-0.47,-0.22,2.22,0.356,164,"1.07546875",0.371,0.525,"-1.07546875",-0.018,-0.015000000000000013,-0.028,-0.017,31.7,"37.8",13.246298438983098,-3.9293005428573293,29.5453036556535,0.643847874720358,35.98650447868354,31.19501131166412
7661,665742,"Soto, Juan",7661,100,0.278,0.26,0.291,0.538,0.404,0.441,0.305,411,1479,93.3,8.5,2243,89,89.17,583,2759,4902,0.20000000000000284,6.45,116,146,123,151,296,328,304,"-156.845","156.845","72.2","7.1",1818,1172,229,78,5,99,322,17.7,317,17.4,2.39867,0.52721,0.36638,-0.21321,"94.1",160,56.37296834901625,16.852010265183917,10.836083608360836,5.73,-0.71,-0.12,2.16,0.405,197,"2.047317583",0.429,0.606,"-2.047317583",-0.027,-0.023999999999999966,-0.068,-0.037,21.1,"37.5",10.530685226653192,5.04530226553881,27.247024168173873,0.5967354776764282,39.32256368682862,23.62838016088913
7228,664023,"Happ, Ian",7228,100,0.241,0.181,0.292,0.422,0.336,0.347,0.25,360,1493,89.9,14.6,2211,89.4,89.67,845,3239,3988,0.29999999999999716,6.42,115,147,119,149,294,322,299,"-20.974","20.974","70.4","6.9",1743,1093,212,84,6,58,411,23.6,226,13,2.24651,0.64767,0.43792,-0.43729,"91.9",161,41.8348623853211,10,6.253585771658061,5.79,-0.86,-0.07,2.35,0.344,109,"0.290177089",0.353,0.434,"-0.290177089",-0.009,-0.009000000000000008,-0.012,-0.011,26.1,"37.8",8.997584582197922,-2.230163263446711,32.18176833741195,0.4395194697597349,37.6827737665102,32.14638683744115
7166,596019,"Lindor, Francisco",7166,100,0.264,0.216,0.284,0.48,0.352,0.359,0.268,421,1596,90.8,17.2,2234,89.3,89.52,786,3472,3694,0.20000000000000284,6.46,115,147,117,150,296,324,300,"-55.537","55.537","69.9","7.5",1797,1274,245,90,3,83,338,18.8,151,8.4,2.30387,0.61126,0.37984,-0.38084,"92.4",168,45.354330708661415,11.25984251968504,7.957707289927657,5.78,-0.86,-0.08,2.32,0.337,143,"0.775006977",0.343,0.487,"-0.775006977",-0.004,-0.006000000000000005,-0.007,-0.007,22.6,"38.6",11.030573565528849,-0.7486314904650849,33.587267401705105,0.5298711440843421,35.17501105109175,29.09375186181444
7151,668227,"Arozarena, Randy",7151,100,0.239,0.178,0.298,0.417,0.338,0.343,0.236,346,1445,91.1,12.4,2284,89.4,89.5,895,3023,4128,0.09999999999999432,6.43,108,151,120,147,302,326,293,"-50.45","50.45","70.3","7.3",1707,1021,211,72,4,59,436,25.5,194,11.4,2.29246,0.61233,0.3245,0.11537,"92.6",154,47.399411187438666,10.69676153091266,6.38547158758055,5.73,-0.92,0.25,2.23,0.349,109,"0.705495735",0.349,0.42,"-0.705495735",0.003,0,-0.003,-0.005,29.6,"38.6",9.186146499068315,0.3654703120995538,25.153547285698224,0.6503067484662577,35.425755033000534,31.34037951294259
7089,607043,"Nimmo, Brandon",7089,100,0.252,0.189,0.292,0.441,0.34,0.343,0.256,379,1505,91.8,11.8,2252,89.7,89.93,704,3156,3933,0.20000000000000284,6.46,117,147,111,151,291,323,303,"-38.337","38.337","70.9","7.2",1719,1140,233,72,9,65,375,21.8,177,10.3,2.2425,0.64621,0.39438,-0.15494,"92.3",163,48.5513608428446,9.482001755926252,6.282722513089005,5.77,-0.72,-0.06,2.41,0.339,108,"0.540795599",0.345,0.439,"-0.540795599",-0.004,-0.00599999999999995,0.002,-0.003,22.3,"38.2",5.485819915335586,2.2213211918560183,28.950583500305353,0.45861774744027306,39.13124782950908,26.42775785631406
7076,663993,"Lowe, Nathaniel",7076,100,0.255,0.15,0.318,0.405,0.33,0.328,0.253,375,1471,89.5,8,2264,90.1,90.2,665,3097,3978,0.10000000000000853,6.4,115,147,126,150,296,327,305,"-19.972","19.972","71.6","7.2",1684,1080,254,68,6,47,400,23.8,194,11.5,2.20792,0.65232,0.38929,-0.15643,"91.8",163,41.03992571959146,6.406685236768802,4.097387173396674,5.76,-0.78,-0.02,2.46,0.344,69,"0.282249859",0.344,0.392,"-0.282249859",0.002,0,0.013,0.002,21.5,"37.7",6.127850735442472,9.498885655802548,30.305391836209658,0.45415411106328024,38.321293650257005,27.059491785242404
7073,624413,"Alonso, Pete",7073,100,0.241,0.252,0.262,0.493,0.353,0.369,0.256,370,1535,90.7,16.1,2266,89.5,89.66,796,3105,3968,0.20000000000000284,6.46,107,151,123,146,304,327,297,"-53.981","53.981","73.9","7.2",1757,1129,188,78,3,101,418,23.8,164,9.3,2.31736,0.59267,0.35558,0.07597,"93.1",163,46.01063829787234,15.514184397163119,9.9601593625498,5.77,-0.76,0.11,2.3,0.33,175,"0.763198077",0.344,0.52,"-0.763198077",-0.015,-0.013999999999999957,-0.027,-0.016,25.6,"38.4",10.277766108954292,-1.7811461326486149,32.08993848768001,0.544732441471572,37.893524382720834,29.849662729826232
7060,641857,"McMahon, Ryan",7060,100,0.234,0.171,0.315,0.405,0.316,0.33,0.24,339,1448,91.3,10.9,2262,89.6,90.1,1061,3301,3758,0.5,6.41,116,147,122,151,298,330,307,"0.667","-0.667","70.9","7.2",1637,953,207,72,4,56,503,30.7,174,10.6,2.2693,0.592,0.32521,-0.16936,"92.0",164,47.52370916754479,11.380400421496311,6.597434331093463,5.76,-0.79,-0.13,2.36,0.317,108,"-0.009447592",0.323,0.432,"0.009447592",-0.006,-0.006000000000000005,-0.027,-0.014,32.1,"38.3",8.753769676317493,4.643697708930282,38.27018771769852,0.39689034369885434,40.113830258005656,22.970051332837457
6984,670623,"Paredes, Isaac",6984,100,0.246,0.198,0.259,0.444,0.347,0.315,0.23,339,1376,86.2,22.3,2290,89.2,89.2,528,3072,3911,0,6.42,108,151,122,146,297,325,294,"-55.762","55.762","66.7","7.9",1609,1110,207,61,2,69,275,17.1,180,11.2,2.36444,0.56294,0.30003,0.1152,"91.5",162,29.204339963833636,5.424954792043399,3.7290242386575514,5.74,-1.01,0.34,2.24,0.35,60,"0.798424971",0.337,0.364,"-0.798424971",0.016,0.012999999999999956,0.08,0.032,17.2,"38.1",14.038933934793844,-14.57767355493803,32.38024700689693,0.5264054514480409,35.492378542361166,37.26861685427028
6975,642715,"Adames, Willy",6975,100,0.232,0.19,0.279,0.423,0.322,0.335,0.238,351,1512,88.3,19.7,2276,89.3,89.56,1013,3404,3571,0.29999999999999716,6.47,107,151,121,146,303,322,293,"-10.603","10.603","71.2","8.1",1723,1083,203,76,4,68,444,25.8,184,10.7,2.2927,0.60891,0.31318,0.10873,"91.5",162,40.29574861367837,12.384473197781885,7.7771329077190945,5.78,-0.81,0.12,2.28,0.316,134,"0.152014337",0.323,0.446,"-0.152014337",-0.006,-0.007000000000000006,-0.023,-0.013,29.8,"39.2",16.043671633611854,-2.091699283029681,34.06691202934854,0.5140898705255141,39.98175844741049,30.585965684498863
6973,553993,"Suárez, Eugenio",6973,100,0.245,0.216,0.299,0.461,0.336,0.331,0.234,371,1514,90,20.2,2267,89.4,89.59,1013,3268,3705,0.19999999999998863,6.43,108,151,123,146,302,325,295,"-28.769","28.769","69.9","7.7",1719,1046,212,74,2,83,495,28.8,141,8.2,2.29081,0.61284,0.31325,0.08283,"91.9",162,44.593301435406694,12.631578947368421,7.678883071553229,5.74,-0.76,0.21,2.32,0.319,132,"0.412577083",0.313,0.449,"-0.412577083",0.011,0.006000000000000005,0.012,0.005,31,"38.0",17.143651770969534,-2.4201066030097427,38.65507757660436,0.4662107803700724,35.22033697966784,32.685512483848676
6973,543760,"Semien, Marcus",6973,100,0.253,0.168,0.27,0.421,0.325,0.326,0.256,422,1668,88,18.4,2264,89.1,89.23,677,3392,3581,0.10000000000000853,6.44,108,151,122,146,303,327,294,"-25.026","25.026","66.6","7.6",1865,1391,274,78,7,63,289,15.5,173,9.3,2.32452,0.59838,0.29336,0.05805,"91.3",159,36.507936507936506,6.854256854256854,5.093833780160858,5.76,-0.85,0.31,2.25,0.325,95,"0.358898609",0.33,0.412,"-0.358898609",-0.003,-0.0050000000000000044,0.009,-0.001,20,"38.3",13.59952274778551,-4.3688483486269325,33.21719448935166,0.5486725663716814,33.82651238287292,30.0489664800899
6945,502671,"Goldschmidt, Paul",6945,100,0.264,0.168,0.322,0.432,0.332,0.349,0.267,402,1522,91,13.3,2277,89.3,89.61,826,3212,3733,0.29999999999999716,6.46,108,151,123,147,308,327,296,"-31.961","31.961","71.3","7.6",1691,1134,259,86,2,55,394,23.3,149,8.8,2.29579,0.60409,0.26805,0.09287,"92.5",170,48.584070796460175,10.619469026548673,7.09639266706091,5.75,-0.9,0.13,2.3,0.331,120,"0.460201584",0.335,0.472,"-0.460201584",-0.003,-0.0040000000000000036,-0.04,-0.017,25.7,"38.5",9.75782064280299,3.921818097170852,31.933019988848343,0.4968944099378882,42.82630698306869,19.65627954648266
6927,650402,"Torres, Gleyber",6927,100,0.268,0.149,0.297,0.417,0.335,0.346,0.268,396,1479,89.2,15.1,2281,88.9,89.15,677,3121,3806,0.29999999999999716,6.49,109,151,122,147,304,325,289,"-34","34","68.7","7.2",1691,1219,275,70,2,49,280,16.6,182,10.8,2.36387,0.57192,0.2416,0.01006,"91.5",175,38.10699588477367,7.736625514403292,5.558840922531047,5.75,-0.96,0.24,2.26,0.348,94,"0.490832972",0.351,0.44,"-0.490832972",0,-0.0030000000000000027,-0.023,-0.011,21.7,"38.5",8.607785298019186,5.058783690898309,34.30402773100161,0.5280312907431551,36.107549023436704,30.605402376325426
6922,542303,"Ozuna, Marcell",6922,100,0.278,0.24,0.318,0.518,0.377,0.393,0.279,404,1454,91.8,14.9,2271,89.2,89.55,892,3155,3765,0.3999999999999915,6.51,108,151,124,147,309,328,298,"-96.27","96.27","72.3","7.3",1663,1073,240,71,1,92,391,23.5,189,11.4,2.38149,0.52655,0.27518,0.04557,"92.8",170,51.075771749298404,14.967259120673527,9.621166566446181,5.82,-0.93,0.27,2.26,0.362,160,"1.390783011",0.365,0.554,"-1.390783011",-0.001,-0.0030000000000000027,-0.036,-0.016,28.3,"38.4",13.433014930012613,-0.3953357790725808,36.750327930823566,0.5078838174273859,36.171161006977506,31.573610433952265
6868,660271,"Ohtani, Shohei",6868,100,0.299,0.34,0.33,0.639,0.426,0.433,0.3,449,1500,95,14.4,2241,89.3,89.54,1007,3220,3648,0.20000000000000284,6.43,117,146,130,152,301,327,307,"-166.974","166.974","74.7","7.8",1720,1096,221,76,22,130,414,24.1,189,11,2.35585,0.54257,0.34121,-0.1616,"94.2",167,58.04387568555759,20.93235831809872,13.313953488372093,5.76,-0.65,-0.14,2.31,0.38,229,"2.431188119",0.382,0.649,"-2.431188119",-0.001,-0.0020000000000000018,-0.01,-0.007,31.3,"38.1",12.411824568808566,-1.5344247080973228,35.45111475544407,0.5048957002979991,38.475841540728034,26.994702533725224
6858,608070,"Ramírez, José",6858,100,0.284,0.223,0.279,0.507,0.358,0.346,0.282,447,1573,89.6,19.2,2211,88.6,88.89,511,3282,3573,0.30000000000001137,6.45,113,147,124,149,294,322,295,"-70.03","70.03","69.4","7.2",1713,1391,266,92,8,81,198,11.6,116,6.8,2.41381,0.53005,0.37608,-0.37564,"92.6",164,40.0431344356578,7.8360891445003595,6.363105662580268,5.74,-0.88,-0.16,2.27,0.333,109,"1.02114319",0.334,0.467,"-1.02114319",0.002,-0.0010000000000000009,0.04,0.012,15.6,"37.8",8.464078991330224,-7.180657084611921,29.929594812844485,0.5805668016194332,32.93503934764724,31.31198886507349
6811,677951,"Witt Jr., Bobby",6811,100,0.302,0.232,0.327,0.533,0.373,0.388,0.305,499,1654,91.9,15.2,2289,89.4,89.76,803,3468,3342,0.3999999999999915,6.47,108,151,119,146,309,327,296,"-87.268","87.268","73.2","7.0",1802,1371,293,105,25,76,306,17,110,6.1,2.28928,0.60121,0.24052,0.06472,"92.9",179,47.58771929824561,13.084795321637428,9.933407325194228,5.78,-1.04,0.32,2.32,0.346,179,"1.281280282",0.354,0.551,"-1.281280282",-0.003,-0.008000000000000007,-0.018,-0.015,23.2,"39.8",5.048273446193636,-0.09443324771092283,29.654537812039127,0.4556514913657771,34.75316177965303,28.373673990958718
6770,646240,"Devers, Rafael",6770,100,0.268,0.229,0.309,0.498,0.363,0.375,0.273,392,1460,93.2,12.2,2250,90,90.17,1019,3446,3323,0.20000000000000284,6.45,115,146,128,152,287,326,307,"-65.931","65.931","70.8","7.4",1661,1093,218,91,5,78,380,22.9,169,10.2,2.16632,0.69738,0.426,-0.1743,"93.2",167,54.54545454545454,13.406795224977044,8.789885611077663,5.74,-0.56,-0.2,2.39,0.349,146,"0.973870015",0.355,0.517,"-0.973870015",-0.005,-0.006000000000000005,-0.019,-0.012,29.6,"38.1",8.30832828709469,6.653127194405216,28.29460629466785,0.576211106734935,35.52632624367476,28.415208331747714
6700,683002,"Henderson, Gunnar",6700,100,0.272,0.227,0.323,0.499,0.361,0.356,0.276,414,1524,92.6,10.4,2235,89.2,89.4,781,3070,3630,0.20000000000000284,6.44,117,147,124,152,298,327,303,"-53.01","53.01","74.2","7.2",1701,1124,239,80,19,76,407,23.9,158,9.3,2.31327,0.59855,0.36665,-0.18102,"93.0",155,53.125,10.714285714285714,7.054673721340388,5.77,-0.65,-0.19,2.32,0.343,120,"0.79119403",0.348,0.471,"-0.79119403",-0.004,-0.004999999999999949,0.028,0.005,25.4,"38.0",8.379157446908025,3.4720876818374737,30.8724198840652,0.4597329016592473,34.710483116394386,31.911199659767732
6694,668715,"Steer, Spencer",6694,100,0.249,0.179,0.293,0.428,0.331,0.316,0.241,367,1475,87.9,16.4,2263,89.6,89.86,729,3013,3678,0.30000000000001137,6.45,108,151,120,146,300,322,291,"-35.367","35.367","69.5","7.3",1666,1122,219,86,8,54,360,21.6,162,9.7,2.26176,0.62402,0.35117,0.15275,"91.5",156,36.88451208594449,6.356311548791406,4.261704681872749,5.82,-0.85,0.21,2.3,0.331,71,"0.528338811",0.326,0.388,"-0.528338811",0.008,0.0050000000000000044,0.04,0.015,24.2,"38.9",9.951847102919531,-4.136960558891885,29.034338276956323,0.5200348432055749,35.53712325389366,32.082196880176454
6664,683011,"Volpe, Anthony",6664,100,0.225,0.151,0.279,0.376,0.29,0.296,0.235,341,1516,87.8,10.7,2278,89,89.25,796,3146,3518,0.20000000000000284,6.47,107,151,113,146,302,323,287,"37.164","-37.164","68.2","7.1",1670,1116,212,72,14,43,414,24.8,127,7.6,2.35304,0.57672,0.27,0.0564,"91.4",158,39.65827338129496,6.924460431654676,4.610778443113772,5.77,-0.86,0.12,2.29,0.288,77,"-0.557683073",0.299,0.371,"0.557683073",-0.01,-0.01100000000000001,0.005,-0.006,25.3,"38.7",9.893116368068311,5.735937070043255,32.54768213187077,0.5867494824016564,37.5604131105645,26.127607803374136
6655,668804,"Reynolds, Bryan",6655,100,0.259,0.175,0.311,0.434,0.328,0.354,0.274,401,1547,90.6,9.3,2217,88.9,89.14,946,3261,3394,0.19999999999998863,6.43,114,148,121,150,301,323,296,"-18.385","18.385","69.5","6.8",1712,1160,257,76,10,58,399,23.3,134,7.8,2.40096,0.52336,0.39151,-0.39151,"92.3",154,46.97231833910035,10.55363321799308,7.1261682242990645,5.72,-0.79,-0.11,2.21,0.324,122,"0.276258452",0.339,0.48,"-0.276258452",-0.015,-0.015000000000000013,-0.046,-0.026,29,"37.6",11.956528398554802,2.2429209121764897,38.08917940460754,0.45174050632911394,36.72688307161392,27.711532316822904
6649,668939,"Rutschman, Adley",6649,100,0.258,0.148,0.281,0.406,0.327,0.346,0.272,361,1401,88.6,15.6,2221,89.1,89.3,449,2815,3834,0.20000000000000284,6.45,114,147,125,150,297,325,297,"-19.886","19.886","68.0","6.9",1592,1165,250,61,3,47,249,15.6,173,10.9,2.32221,0.60753,0.38174,-0.38174,"91.6",167,37.93991416309013,7.124463519313305,5.21356783919598,5.76,-0.79,-0.12,2.31,0.339,83,"0.299082569",0.353,0.435,"-0.299082569",-0.014,-0.013999999999999957,-0.029,-0.019,16,"38.3",9.353738143860026,-0.4602581801451024,36.2801167875392,0.4676878889420775,35.92452561120655,25.800844925753836
6625,518692,"Freeman, Freddie",6625,100,0.306,0.209,0.344,0.514,0.383,0.38,0.295,456,1491,90,14.6,2256,89.4,89.65,736,3352,3271,0.29999999999999716,6.42,117,146,128,151,294,322,303,"-100.228","100.228","68.4","6.7",1691,1208,272,118,5,61,299,17.7,155,9.2,2.32516,0.56792,0.34321,-0.19551,"91.9",168,42.86898839137645,10.033167495854062,7.155529272619751,5.74,-0.67,-0.1,2.37,0.378,121,"1.512875472",0.371,0.508,"-1.512875472",0.011,0.007000000000000006,0.006,0.003,22,"37.4",7.541046764593708,3.0297012237247394,42.63604202143822,0.40293040293040294,39.15185588384098,25.47764509158346
6620,680757,"Kwan, Steven",6620,100,0.28,0.114,0.299,0.395,0.328,0.322,0.281,414,1477,85.2,12.1,2251,89.5,89.77,263,2685,3935,0.29999999999999716,6.44,114,147,102,150,277,313,296,"-16.609","16.609","62.1","6.3",1654,1332,306,72,11,25,160,9.7,151,9.1,2.21514,0.67147,0.43292,-0.20234,"90.1",163,20.87087087087087,1.8018018018018018,1.4510278113663846,5.73,-0.72,-0.26,2.31,0.349,24,"0.250891239",0.351,0.37,"-0.250891239",-0.001,-0.0020000000000000018,0.025,0.006,9.8,"37.5",1.8069402899670026,-0.3646076128111441,35.25837011719126,0.3201302224633749,32.865815205614986,27.60477454029312
6594,673548,"Suzuki, Seiya",6594,100,0.278,0.222,0.34,0.5,0.362,0.355,0.269,387,1391,91.8,14.7,2276,89.3,89.53,629,2687,3907,0.20000000000000284,6.43,108,150,122,147,303,322,293,"-66.802","66.802","70.9","7.1",1563,1009,225,81,15,66,398,25.5,148,9.5,2.33707,0.56642,0.31223,0.04522,"92.4",174,49.107142857142854,12.996031746031747,8.38131797824696,5.77,-0.81,0.21,2.26,0.347,131,"1.01307249",0.342,0.482,"-1.01307249",0.009,0.004999999999999949,0.018,0.007,23.4,"37.5",5.891758635067735,0.44091352861652444,30.670263318350344,0.4540719696969697,38.606165323185614,31.768346951364688
6581,661388,"Contreras, William",6581,100,0.275,0.161,0.327,0.436,0.348,0.342,0.258,402,1461,91.5,5.3,2266,89.2,89.45,808,2989,3592,0.20000000000000284,6.48,108,150,122,147,306,322,291,"-53.861","53.861","71.9","7.2",1664,1136,262,91,3,46,334,20.1,186,11.2,2.33632,0.5765,0.31317,0.06878,"93.1",144,47.70318021201413,8.568904593639576,5.829326923076923,5.77,-0.81,0.16,2.26,0.358,97,"0.818431849",0.345,0.435,"-0.818431849",0.017,0.013000000000000012,0.001,0.006,27,"39.5",9.864225698107438,3.525121983106307,28.254879026793517,0.6367025683512841,37.04595631944525,30.148703434681877
6554,666969,"García, Adolis",6554,100,0.234,0.206,0.276,0.44,0.318,0.336,0.242,345,1473,91.9,16.2,2266,89.9,89.98,1085,3329,3225,0.09999999999999432,6.43,107,151,122,146,307,329,297,"-6.695","6.695","70.7","7.7",1636,1049,194,75,0,76,443,27.1,128,7.8,2.21299,0.66903,0.35711,0.12192,"92.4",170,48.95038167938932,14.026717557251908,8.985330073349633,5.75,-0.88,0.22,2.38,0.299,147,"0.102151358",0.308,0.47,"-0.102151358",-0.008,-0.009000000000000008,-0.03,-0.018,32.6,"38.2",9.689544933922102,0.05861955141079633,29.171345895860068,0.583840844498579,36.56729393925816,31.368718206204132
6547,665489,"Guerrero Jr., Vladimir",6547,100,0.29,0.191,0.308,0.482,0.367,0.396,0.311,454,1563,92.9,8.6,2277,89.9,90.04,688,3108,3438,0.09999999999999432,6.49,108,151,124,147,304,327,294,"-87.092","87.092","74.6","7.6",1764,1320,292,93,1,68,253,14.3,171,9.7,2.2494,0.62587,0.37289,0.1138,"93.8",153,52.23654283548142,12.661106899166036,9.467120181405896,5.72,-1.08,0.18,2.32,0.366,167,"1.330258133",0.386,0.532,"-1.330258133",-0.021,-0.020000000000000018,-0.05,-0.029,22.1,"37.5",2.221700343463682,-1.1426013349529252,27.829593759322396,0.33791574279379155,38.310433376584406,32.54895107127861
6504,663728,"Raleigh, Cal",6504,100,0.234,0.259,0.26,0.493,0.347,0.35,0.236,329,1404,90.7,21.8,2209,89,89.19,1006,3317,3187,0.20000000000000284,6.42,113,146,125,150,296,325,296,"-44.911","44.911","72.9","7.7",1591,975,171,55,1,102,439,27.6,165,10.4,2.33291,0.59642,0.37681,-0.37593,"92.7",173,45.94039054470709,15.621788283658788,9.553739786297925,5.76,-0.99,-0.08,2.37,0.318,152,"0.69051353",0.32,0.496,"-0.69051353",-0.002,-0.0020000000000000018,-0.003,-0.003,30.3,"38.8",16.31251962973458,-6.975860409585229,32.490414003887,0.44753910721098816,35.64903153164816,36.05644014156491
6501,681082,"Stott, Bryson",6501,100,0.257,0.12,0.289,0.377,0.304,0.307,0.257,360,1399,87,12.1,2234,89.9,90.07,455,2821,3680,0.19999999999998863,6.44,115,146,109,151,285,319,299,"17.9","-17.9","66.3","7.0",1551,1169,262,60,6,32,252,16.2,119,7.7,2.19699,0.67539,0.44196,-0.26732,"90.8",163,32.21936589545844,4.370179948586118,3.2882011605415857,5.82,-0.97,-0.22,2.33,0.317,51,"-0.275342255",0.318,0.376,"0.275342255",0,-0.0010000000000000009,0.001,-0.003,16.1,"37.6",5.637438923189374,4.763119387640159,32.071705694193966,0.4552129221732746,33.61814708450883,25.47171390027561
6472,606192,"Hernández, Teoscar",6472,100,0.263,0.204,0.333,0.467,0.336,0.342,0.259,395,1501,90.8,11,2281,88.9,89.18,1156,3368,3104,0.29999999999999716,6.43,108,151,122,147,304,324,294,"-29.124","29.124","71.5","7.7",1630,1041,239,79,4,73,470,28.8,100,6.1,2.41636,0.51321,0.24758,0.07031,"92.3",157,47.784200385356456,13.872832369942195,8.83435582822086,5.73,-0.99,0.24,2.23,0.314,144,"0.45",0.312,0.483,"-0.45",0.004,0.0020000000000000018,-0.016,-0.006,34.3,"37.7",9.567466095540434,1.9251654590604659,32.67159663950757,0.4995836802664446,38.701984718002656,29.4976565985529
6465,682998,"Carroll, Corbin",6465,100,0.256,0.23,0.288,0.486,0.353,0.345,0.258,376,1471,89.4,12.1,2256,89.2,89.46,642,2886,3579,0.29999999999999716,6.43,114,146,108,151,294,325,303,"-56.706","56.706","71.8","6.9",1683,1148,207,67,34,68,346,20.6,159,9.4,2.31967,0.58886,0.3046,-0.14541,"92.5",150,42.882096069869,8.995633187772926,6.120023767082591,5.76,-0.75,-0.01,2.32,0.338,103,"0.87712297",0.342,0.448,"-0.87712297",-0.002,-0.0040000000000000036,0.038,0.008,22.2,"38.2",6.490614680394129,0.5925973877159609,24.281848143431507,0.5356151711378353,37.39368441665003,34.788401890829086
6460,572233,"Walker, Christian",6460,100,0.249,0.209,0.281,0.458,0.335,0.338,0.247,349,1402,89.6,16.4,2271,89.4,89.57,844,3163,3296,0.19999999999998863,6.45,109,151,123,146,303,327,296,"-23.625","23.625","72.4","7.4",1579,1060,201,74,3,71,361,22.9,133,8.4,2.30125,0.6053,0.31272,0.07075,"92.2",167,44.19263456090651,12.086874409820586,8.106396453451552,5.76,-0.87,0.28,2.31,0.321,128,"0.365712074",0.322,0.451,"-0.365712074",0.002,-0.0010000000000000009,0.007,-0.003,26.7,"38.2",7.88490792155281,-2.292893971930633,29.90996799921951,0.47089487402258906,36.576987036083985,30.267028533982455
6457,621020,"Swanson, Dansby",6457,100,0.245,0.163,0.3,0.407,0.314,0.336,0.255,358,1463,89.5,11.9,2270,88.9,89.17,903,3114,3341,0.29999999999999716,6.44,109,151,121,146,301,321,292,"4.385","-4.385","69.7","7.3",1623,1070,233,65,7,53,403,24.8,143,8.8,2.38908,0.54307,0.27304,0.04674,"91.7",148,42.79026217228464,10.299625468164795,6.777572396796057,5.79,-0.97,0.24,2.24,0.313,110,"-0.067910794",0.324,0.447,"0.067910794",-0.01,-0.01100000000000001,-0.04,-0.022,29,"37.8",14.084460189917444,0.6223657077821486,35.04789255887643,0.5619168787107719,36.888432837038984,30.933989378587246
6456,663697,"India, Jonathan",6456,100,0.247,0.139,0.289,0.386,0.324,0.344,0.263,327,1325,88.2,15.1,2273,89.5,89.79,511,2531,3925,0.29999999999999716,6.46,109,151,120,147,301,322,291,"-11.76","11.76","69.5","7.2",1548,1047,217,72,2,36,297,19.2,166,10.7,2.2535,0.63665,0.33691,0.1377,"91.6",153,37.60765550239235,7.2727272727272725,4.909560723514212,5.84,-0.89,0.18,2.31,0.344,76,"0.182156134",0.361,0.417,"-0.182156134",-0.016,-0.017000000000000015,-0.031,-0.02,20.2,"39.5",8.095890510247933,-1.821379426917104,29.023881239459193,0.5207504263786242,37.74875639503117,29.366723496004735
6420,592450,"Judge, Aaron",6420,100,0.316,0.37,0.366,0.686,0.463,0.472,0.306,403,1275,96.4,19.2,2277,89.2,89.39,920,2747,3673,0.20000000000000284,6.48,107,152,124,146,308,332,295,"-196.104","196.104","75.2","8.1",1535,876,194,76,3,130,408,26.6,237,15.4,2.37609,0.53768,0.26459,0.03739,"94.6",185,60.86956521739131,27.002288329519452,15.374592833876221,5.77,-1.05,0.21,2.3,0.426,236,"3.054579439",0.418,0.726,"-3.054579439",0.01,0.008000000000000007,-0.04,-0.009,33.5,"38.5",14.039694201821396,-4.300964802183736,39.79332522511754,0.5044762757385854,42.227525555857476,29.812388444874586
